location,age_group,report_date,reference_date,confirm,day_of_week,not_thursday
DE,00+,2021-07-22,2021-07-19,27,Thu,0
DE,00+,2021-07-23,2021-07-19,0,Fri,1
DE,00+,2021-07-24,2021-07-19,0,Sat,1
DE,00+,2021-07-25,2021-07-19,0,Sun,1
DE,00+,2021-07-26,2021-07-19,0,Mon,1
DE,00+,2021-07-27,2021-07-19,0,Tue,1
DE,00+,2021-07-28,2021-07-19,0,Wed,1
DE,00+,2021-07-29,2021-07-19,31,Thu,0
DE,00+,2021-07-30,2021-07-19,0,Fri,1
DE,00+,2021-07-31,2021-07-19,0,Sat,1
DE,00+,2021-08-01,2021-07-19,0,Sun,1
DE,00+,2021-08-02,2021-07-19,0,Mon,1
DE,00+,2021-08-03,2021-07-19,0,Tue,1
DE,00+,2021-08-04,2021-07-19,0,Wed,1
DE,00+,2021-08-05,2021-07-19,35,Thu,0
DE,00+,2021-08-06,2021-07-19,0,Fri,1
DE,00+,2021-08-07,2021-07-19,0,Sat,1
DE,00+,2021-08-08,2021-07-19,0,Sun,1
DE,00+,2021-08-09,2021-07-19,0,Mon,1
DE,00+,2021-08-10,2021-07-19,0,Tue,1
DE,00+,2021-08-11,2021-07-19,0,Wed,1
DE,00+,2021-08-12,2021-07-19,36,Thu,0
DE,00+,2021-08-13,2021-07-19,0,Fri,1
DE,00+,2021-08-14,2021-07-19,0,Sat,1
DE,00+,2021-08-15,2021-07-19,0,Sun,1
DE,00+,2021-08-16,2021-07-19,0,Mon,1
DE,00+,2021-08-17,2021-07-19,0,Tue,1
DE,00+,2021-08-18,2021-07-19,0,Wed,1
DE,00+,2021-08-19,2021-07-19,36,Thu,0
DE,00+,2021-08-20,2021-07-19,0,Fri,1
DE,00+,2021-08-21,2021-07-19,0,Sat,1
DE,00+,2021-08-22,2021-07-19,0,Sun,1
DE,00+,2021-07-20,2021-07-20,0,Tue,1
DE,00+,2021-07-21,2021-07-20,0,Wed,1
DE,00+,2021-07-22,2021-07-20,65,Thu,0
DE,00+,2021-07-23,2021-07-20,0,Fri,1
DE,00+,2021-07-24,2021-07-20,0,Sat,1
DE,00+,2021-07-25,2021-07-20,0,Sun,1
DE,00+,2021-07-26,2021-07-20,0,Mon,1
DE,00+,2021-07-27,2021-07-20,0,Tue,1
DE,00+,2021-07-28,2021-07-20,0,Wed,1
DE,00+,2021-07-29,2021-07-20,82,Thu,0
DE,00+,2021-07-30,2021-07-20,0,Fri,1
DE,00+,2021-07-31,2021-07-20,0,Sat,1
DE,00+,2021-08-01,2021-07-20,0,Sun,1
DE,00+,2021-08-02,2021-07-20,0,Mon,1
DE,00+,2021-08-03,2021-07-20,0,Tue,1
DE,00+,2021-08-04,2021-07-20,0,Wed,1
DE,00+,2021-08-05,2021-07-20,90,Thu,0
DE,00+,2021-08-06,2021-07-20,0,Fri,1
DE,00+,2021-08-07,2021-07-20,0,Sat,1
DE,00+,2021-08-08,2021-07-20,0,Sun,1
DE,00+,2021-08-09,2021-07-20,0,Mon,1
DE,00+,2021-08-10,2021-07-20,0,Tue,1
DE,00+,2021-08-11,2021-07-20,0,Wed,1
DE,00+,2021-08-12,2021-07-20,93,Thu,0
DE,00+,2021-08-13,2021-07-20,0,Fri,1
DE,00+,2021-08-14,2021-07-20,0,Sat,1
DE,00+,2021-08-15,2021-07-20,0,Sun,1
DE,00+,2021-08-16,2021-07-20,0,Mon,1
DE,00+,2021-08-17,2021-07-20,0,Tue,1
DE,00+,2021-08-18,2021-07-20,0,Wed,1
DE,00+,2021-08-19,2021-07-20,94,Thu,0
DE,00+,2021-08-20,2021-07-20,0,Fri,1
DE,00+,2021-08-21,2021-07-20,0,Sat,1
DE,00+,2021-08-22,2021-07-20,0,Sun,1
DE,00+,2021-07-21,2021-07-21,0,Wed,1
DE,00+,2021-07-22,2021-07-21,46,Thu,0
DE,00+,2021-07-23,2021-07-21,0,Fri,1
DE,00+,2021-07-24,2021-07-21,0,Sat,1
DE,00+,2021-07-25,2021-07-21,0,Sun,1
DE,00+,2021-07-26,2021-07-21,0,Mon,1
DE,00+,2021-07-27,2021-07-21,0,Tue,1
DE,00+,2021-07-28,2021-07-21,0,Wed,1
DE,00+,2021-07-29,2021-07-21,71,Thu,0
DE,00+,2021-07-30,2021-07-21,0,Fri,1
DE,00+,2021-07-31,2021-07-21,0,Sat,1
DE,00+,2021-08-01,2021-07-21,0,Sun,1
DE,00+,2021-08-02,2021-07-21,0,Mon,1
DE,00+,2021-08-03,2021-07-21,0,Tue,1
DE,00+,2021-08-04,2021-07-21,0,Wed,1
DE,00+,2021-08-05,2021-07-21,85,Thu,0
DE,00+,2021-08-06,2021-07-21,0,Fri,1
DE,00+,2021-08-07,2021-07-21,0,Sat,1
DE,00+,2021-08-08,2021-07-21,0,Sun,1
DE,00+,2021-08-09,2021-07-21,0,Mon,1
DE,00+,2021-08-10,2021-07-21,0,Tue,1
DE,00+,2021-08-11,2021-07-21,0,Wed,1
DE,00+,2021-08-12,2021-07-21,90,Thu,0
DE,00+,2021-08-13,2021-07-21,0,Fri,1
DE,00+,2021-08-14,2021-07-21,0,Sat,1
DE,00+,2021-08-15,2021-07-21,0,Sun,1
DE,00+,2021-08-16,2021-07-21,0,Mon,1
DE,00+,2021-08-17,2021-07-21,0,Tue,1
DE,00+,2021-08-18,2021-07-21,0,Wed,1
DE,00+,2021-08-19,2021-07-21,91,Thu,0
DE,00+,2021-08-20,2021-07-21,0,Fri,1
DE,00+,2021-08-21,2021-07-21,0,Sat,1
DE,00+,2021-08-22,2021-07-21,0,Sun,1
DE,00+,2021-07-22,2021-07-22,34,Thu,0
DE,00+,2021-07-23,2021-07-22,0,Fri,1
DE,00+,2021-07-24,2021-07-22,0,Sat,1
DE,00+,2021-07-25,2021-07-22,0,Sun,1
DE,00+,2021-07-26,2021-07-22,0,Mon,1
DE,00+,2021-07-27,2021-07-22,0,Tue,1
DE,00+,2021-07-28,2021-07-22,0,Wed,1
DE,00+,2021-07-29,2021-07-22,70,Thu,0
DE,00+,2021-07-30,2021-07-22,0,Fri,1
DE,00+,2021-07-31,2021-07-22,0,Sat,1
DE,00+,2021-08-01,2021-07-22,0,Sun,1
DE,00+,2021-08-02,2021-07-22,0,Mon,1
DE,00+,2021-08-03,2021-07-22,0,Tue,1
DE,00+,2021-08-04,2021-07-22,0,Wed,1
DE,00+,2021-08-05,2021-07-22,91,Thu,0
DE,00+,2021-08-06,2021-07-22,0,Fri,1
DE,00+,2021-08-07,2021-07-22,0,Sat,1
DE,00+,2021-08-08,2021-07-22,0,Sun,1
DE,00+,2021-08-09,2021-07-22,0,Mon,1
DE,00+,2021-08-10,2021-07-22,0,Tue,1
DE,00+,2021-08-11,2021-07-22,0,Wed,1
DE,00+,2021-08-12,2021-07-22,99,Thu,0
DE,00+,2021-08-13,2021-07-22,0,Fri,1
DE,00+,2021-08-14,2021-07-22,0,Sat,1
DE,00+,2021-08-15,2021-07-22,0,Sun,1
DE,00+,2021-08-16,2021-07-22,0,Mon,1
DE,00+,2021-08-17,2021-07-22,0,Tue,1
DE,00+,2021-08-18,2021-07-22,0,Wed,1
DE,00+,2021-08-19,2021-07-22,99,Thu,0
DE,00+,2021-08-20,2021-07-22,0,Fri,1
DE,00+,2021-08-21,2021-07-22,0,Sat,1
DE,00+,2021-08-22,2021-07-22,0,Sun,1
DE,00+,2021-07-23,2021-07-23,0,Fri,1
DE,00+,2021-07-24,2021-07-23,0,Sat,1
DE,00+,2021-07-25,2021-07-23,0,Sun,1
DE,00+,2021-07-26,2021-07-23,0,Mon,1
DE,00+,2021-07-27,2021-07-23,0,Tue,1
DE,00+,2021-07-28,2021-07-23,0,Wed,1
DE,00+,2021-07-29,2021-07-23,63,Thu,0
DE,00+,2021-07-30,2021-07-23,0,Fri,1
DE,00+,2021-07-31,2021-07-23,0,Sat,1
DE,00+,2021-08-01,2021-07-23,0,Sun,1
DE,00+,2021-08-02,2021-07-23,0,Mon,1
DE,00+,2021-08-03,2021-07-23,0,Tue,1
DE,00+,2021-08-04,2021-07-23,0,Wed,1
DE,00+,2021-08-05,2021-07-23,75,Thu,0
DE,00+,2021-08-06,2021-07-23,0,Fri,1
DE,00+,2021-08-07,2021-07-23,0,Sat,1
DE,00+,2021-08-08,2021-07-23,0,Sun,1
DE,00+,2021-08-09,2021-07-23,0,Mon,1
DE,00+,2021-08-10,2021-07-23,0,Tue,1
DE,00+,2021-08-11,2021-07-23,0,Wed,1
DE,00+,2021-08-12,2021-07-23,84,Thu,0
DE,00+,2021-08-13,2021-07-23,0,Fri,1
DE,00+,2021-08-14,2021-07-23,0,Sat,1
DE,00+,2021-08-15,2021-07-23,0,Sun,1
DE,00+,2021-08-16,2021-07-23,0,Mon,1
DE,00+,2021-08-17,2021-07-23,0,Tue,1
DE,00+,2021-08-18,2021-07-23,0,Wed,1
DE,00+,2021-08-19,2021-07-23,86,Thu,0
DE,00+,2021-08-20,2021-07-23,0,Fri,1
DE,00+,2021-08-21,2021-07-23,0,Sat,1
DE,00+,2021-08-22,2021-07-23,0,Sun,1
DE,00+,2021-07-24,2021-07-24,0,Sat,1
DE,00+,2021-07-25,2021-07-24,0,Sun,1
DE,00+,2021-07-26,2021-07-24,0,Mon,1
DE,00+,2021-07-27,2021-07-24,0,Tue,1
DE,00+,2021-07-28,2021-07-24,0,Wed,1
DE,00+,2021-07-29,2021-07-24,62,Thu,0
DE,00+,2021-07-30,2021-07-24,0,Fri,1
DE,00+,2021-07-31,2021-07-24,0,Sat,1
DE,00+,2021-08-01,2021-07-24,0,Sun,1
DE,00+,2021-08-02,2021-07-24,0,Mon,1
DE,00+,2021-08-03,2021-07-24,0,Tue,1
DE,00+,2021-08-04,2021-07-24,0,Wed,1
DE,00+,2021-08-05,2021-07-24,78,Thu,0
DE,00+,2021-08-06,2021-07-24,0,Fri,1
DE,00+,2021-08-07,2021-07-24,0,Sat,1
DE,00+,2021-08-08,2021-07-24,0,Sun,1
DE,00+,2021-08-09,2021-07-24,0,Mon,1
DE,00+,2021-08-10,2021-07-24,0,Tue,1
DE,00+,2021-08-11,2021-07-24,0,Wed,1
DE,00+,2021-08-12,2021-07-24,89,Thu,0
DE,00+,2021-08-13,2021-07-24,0,Fri,1
DE,00+,2021-08-14,2021-07-24,0,Sat,1
DE,00+,2021-08-15,2021-07-24,0,Sun,1
DE,00+,2021-08-16,2021-07-24,0,Mon,1
DE,00+,2021-08-17,2021-07-24,0,Tue,1
DE,00+,2021-08-18,2021-07-24,0,Wed,1
DE,00+,2021-08-19,2021-07-24,92,Thu,0
DE,00+,2021-08-20,2021-07-24,0,Fri,1
DE,00+,2021-08-21,2021-07-24,0,Sat,1
DE,00+,2021-08-22,2021-07-24,0,Sun,1
DE,00+,2021-07-25,2021-07-25,0,Sun,1
DE,00+,2021-07-26,2021-07-25,0,Mon,1
DE,00+,2021-07-27,2021-07-25,0,Tue,1
DE,00+,2021-07-28,2021-07-25,0,Wed,1
DE,00+,2021-07-29,2021-07-25,40,Thu,0
DE,00+,2021-07-30,2021-07-25,0,Fri,1
DE,00+,2021-07-31,2021-07-25,0,Sat,1
DE,00+,2021-08-01,2021-07-25,0,Sun,1
DE,00+,2021-08-02,2021-07-25,0,Mon,1
DE,00+,2021-08-03,2021-07-25,0,Tue,1
DE,00+,2021-08-04,2021-07-25,0,Wed,1
DE,00+,2021-08-05,2021-07-25,56,Thu,0
DE,00+,2021-08-06,2021-07-25,0,Fri,1
DE,00+,2021-08-07,2021-07-25,0,Sat,1
DE,00+,2021-08-08,2021-07-25,0,Sun,1
DE,00+,2021-08-09,2021-07-25,0,Mon,1
DE,00+,2021-08-10,2021-07-25,0,Tue,1
DE,00+,2021-08-11,2021-07-25,0,Wed,1
DE,00+,2021-08-12,2021-07-25,69,Thu,0
DE,00+,2021-08-13,2021-07-25,0,Fri,1
DE,00+,2021-08-14,2021-07-25,0,Sat,1
DE,00+,2021-08-15,2021-07-25,0,Sun,1
DE,00+,2021-08-16,2021-07-25,0,Mon,1
DE,00+,2021-08-17,2021-07-25,0,Tue,1
DE,00+,2021-08-18,2021-07-25,0,Wed,1
DE,00+,2021-08-19,2021-07-25,74,Thu,0
DE,00+,2021-08-20,2021-07-25,0,Fri,1
DE,00+,2021-08-21,2021-07-25,0,Sat,1
DE,00+,2021-08-22,2021-07-25,0,Sun,1
DE,00+,2021-07-26,2021-07-26,0,Mon,1
DE,00+,2021-07-27,2021-07-26,0,Tue,1
DE,00+,2021-07-28,2021-07-26,0,Wed,1
DE,00+,2021-07-29,2021-07-26,20,Thu,0
DE,00+,2021-07-30,2021-07-26,0,Fri,1
DE,00+,2021-07-31,2021-07-26,0,Sat,1
DE,00+,2021-08-01,2021-07-26,0,Sun,1
DE,00+,2021-08-02,2021-07-26,0,Mon,1
DE,00+,2021-08-03,2021-07-26,0,Tue,1
DE,00+,2021-08-04,2021-07-26,0,Wed,1
